"id","leeftijd","sekse","opleiding","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
912,56,"vrouw",4,1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3
913,28,"vrouw",4,1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4
914,17,"vrouw",3,2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3
915,26,"vrouw",3,1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6
916,46,"vrouw",3,5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1
917,21,"vrouw",3,1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4
918,46,"vrouw",3,6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2
919,19,"vrouw",3,2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5
920,25,"vrouw",3,1,5,6,6,5,5,4,4,,1,4,4,5,3,4,4,4,5,1,1,6,1,5,6,2
921,22,"man",5,1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2
922,17,"vrouw",,2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,3,3,3,2,4,4,4,3,3
923,27,"vrouw",3,2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3
924,20,"vrouw",4,1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1
925,21,"man",5,3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1
926,21,"vrouw",3,4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4
927,55,"vrouw",4,1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1
928,24,"vrouw",3,1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4
929,25,"man",4,2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2
930,39,"man",5,4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4
931,39,"vrouw",3,3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3
932,21,"vrouw",3,3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3
933,37,"vrouw",5,1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2
934,22,"man",2,4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1
935,24,"vrouw",4,1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2
936,21,"vrouw",3,4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3
937,20,"man",3,3,5,5,4,5,6,6,6,1,,2,4,6,5,6,5,2,2,1,1,5,1,6,1,1
938,19,"man",3,2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3
939,21,"man",3,2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3
940,30,"man",5,2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2
941,18,"vrouw",1,1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2
942,53,"vrouw",4,6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1
943,27,"man",3,2,4,5,1,4,3,1,5,1,4,5,4,1,,3,2,6,6,5,6,3,4,1,4,3
944,48,"vrouw",4,4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3
945,30,"vrouw",4,1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5
946,25,"vrouw",3,2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4
947,35,"vrouw",4,2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1
948,17,"vrouw",,1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,6,6,2,6,6,6,1,6,3,1
949,41,"vrouw",3,1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6
950,41,"vrouw",3,3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2
951,37,"vrouw",3,1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1
952,60,"vrouw",3,2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4
953,23,"vrouw",3,3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1
954,19,"vrouw",2,1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2
955,19,"man",2,3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1
956,24,"man",1,1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1
957,21,"vrouw",3,2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4
958,29,"vrouw",3,2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2
959,25,"vrouw",4,4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3
960,25,"vrouw",4,4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3
961,18,"vrouw",3,5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3
962,37,"vrouw",5,1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3
963,21,"vrouw",3,1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3
964,34,"vrouw",1,1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5
965,38,"vrouw",2,1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2
966,30,"man",4,2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4
967,16,"man",1,3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3
968,23,"vrouw",3,5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5
969,22,"vrouw",3,1,,6,6,6,3,5,5,1,2,1,1,5,5,,2,2,1,1,2,6,1,5,6,1
970,37,"man",3,2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1
971,30,"man",4,2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4
972,21,"vrouw",3,3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1
973,32,"vrouw",3,1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3
974,14,"vrouw",,4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,2,1,2,1,2,5,2,5,1
975,55,"vrouw",4,1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1
976,22,"vrouw",5,1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1
977,21,"man",3,1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2
978,28,"vrouw",4,4,4,2,5,3,4,5,5,5,,6,5,1,1,2,5,4,4,6,3,2,3,1,4,3
979,41,"vrouw",5,1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2
980,17,"man",,3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,3,2,2,2,6,3,5,4,3
981,52,"vrouw",5,1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3
982,18,"vrouw",1,5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1
983,55,"vrouw",5,5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3
984,43,"vrouw",4,1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4
985,22,"man",3,4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5
986,25,"vrouw",4,2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2
987,27,"vrouw",3,5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2
988,48,"vrouw",2,1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1
989,31,"vrouw",5,3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2
990,24,"vrouw",3,4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2
991,21,"man",3,3,4,3,2,4,5,5,5,2,5,,3,5,5,5,2,3,2,5,6,6,5,5,6,3
992,24,"man",3,1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3
993,21,"vrouw",3,2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2
994,27,"vrouw",3,2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2
995,18,"man",1,5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6
996,24,"man",3,3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2
997,32,"man",5,4,5,3,5,4,4,2,4,3,4,4,3,2,,5,2,4,2,2,3,3,4,4,3,3
998,19,"vrouw",1,2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1
999,52,"vrouw",5,1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5
1000,18,"man",1,1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2
1001,30,"man",3,5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2
1002,18,"man",1,4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2
1003,22,"vrouw",4,4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1
1004,46,"man",4,2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1
1005,16,"man",,5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2
1006,28,"man",4,3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1
1007,19,"vrouw",3,3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3
1008,38,"man",4,2,5,5,2,6,4,3,,2,4,2,2,3,6,6,1,4,1,2,1,5,2,6,4,1
1009,24,"vrouw",4,5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3
1010,22,"vrouw",4,3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1
1011,16,"vrouw",1,6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4
1012,24,"vrouw",4,1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2
1013,23,"man",3,4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3
1014,23,"man",4,1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1
1015,22,"vrouw",5,1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2
1016,24,"man",5,3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2
1017,26,"vrouw",3,1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2
1018,35,"man",1,3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2
1019,43,"vrouw",3,1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1
1020,17,"vrouw",,1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,1,2,2,1,1,6,3,3,3,4
1021,37,"vrouw",5,2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1
1022,21,"vrouw",3,1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2
1023,21,"vrouw",3,4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4
1024,25,"vrouw",5,2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2
1025,27,"man",3,4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4
1026,22,"man",4,2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1
1027,19,"vrouw",3,1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3
1028,40,"vrouw",3,1,,6,6,6,5,5,6,1,1,1,1,6,6,6,4,4,3,1,1,6,3,6,4,1
1029,21,"man",1,1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1
1030,17,"man",1,2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2
1031,21,"man",,3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,2,2,4,4,4,6,2,6,6,2
1032,17,"man",,5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3
1033,19,"vrouw",2,2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1
1034,22,"vrouw",3,1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1
1035,18,"vrouw",3,1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2
1036,62,"man",2,2,,6,6,6,4,1,5,3,6,1,1,4,6,6,1,4,4,6,6,6,4,6,1,1
1037,22,"vrouw",4,2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4
1038,31,"vrouw",3,1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1
1039,22,"man",1,2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4
1040,23,"man",4,2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3
1041,22,"vrouw",3,2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2
1042,31,"vrouw",,4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,5,5,6,5,6,3,5,6,1
1043,50,"man",2,1,,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,1,1,1,6,1,5,6,1
1044,20,"man",1,5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4
1045,28,"vrouw",3,1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1
1046,35,"man",4,2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1
1047,20,"vrouw",3,3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2
1048,36,"vrouw",4,2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1
1049,27,"vrouw",,5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,6,6,5,4,6,5,6,5,6,5
1050,28,"man",4,3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1
1051,40,"vrouw",2,2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5
1052,20,"vrouw",3,4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4
1053,23,"man",3,2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3
1054,18,"vrouw",3,2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1
1055,27,"vrouw",5,1,6,5,6,4,5,5,4,4,3,,3,3,3,4,1,2,2,1,4,5,4,5,6,1
1056,22,"vrouw",3,3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1
1057,32,"man",2,2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1
1058,25,"man",3,2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1
1059,28,"vrouw",5,2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3
1060,40,"vrouw",2,3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1
1061,28,"vrouw",3,2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1
1062,33,"vrouw",2,2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2
1063,39,"vrouw",4,1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5
1064,20,"man",3,2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3
1065,46,"vrouw",,4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,3,5,4,5,5,6,6,1,4,5
1066,28,"vrouw",5,1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2
1067,21,"vrouw",3,4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1
1068,36,"man",3,3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1
1069,50,"vrouw",5,1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1
1070,40,"vrouw",3,1,6,6,6,,6,2,6,1,2,6,6,5,6,6,1,2,6,1,4,6,1,2,6,5
1071,46,"vrouw",3,1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4
1072,11,"vrouw",3,1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1
1073,38,"vrouw",3,1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2
1074,22,"vrouw",3,4,5,3,6,3,3,2,4,,4,4,4,4,5,2,1,1,2,2,1,6,4,5,5,2
1075,15,"vrouw",,5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,4,3,4,3,6,1,3,5,2
1076,19,"man",2,6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3
1077,29,"vrouw",5,1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2
1078,25,"vrouw",3,2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3
1079,25,"man",3,3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4
1080,25,"man",3,2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2
1081,21,"vrouw",3,1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1
1082,19,"vrouw",3,3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1
1083,40,"vrouw",3,1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2
1084,19,"man",3,2,5,6,5,6,5,5,6,,2,2,2,6,6,5,1,1,1,1,1,6,1,4,6,2
1085,38,"vrouw",4,1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4
1086,43,"vrouw",4,2,5,5,6,6,4,4,4,5,3,1,5,4,6,3,2,3,4,3,6,3,4,4,5,4
1087,36,"vrouw",4,4,5,4,1,4,4,5,6,2,2,1,1,4,6,6,2,4,5,1,1,5,6,4,6,2
1088,86,"vrouw",2,1,3,4,4,4,4,1,5,3,2,6,2,1,5,3,1,1,1,1,4,5,5,4,6,2
1089,24,"vrouw",4,2,6,5,3,4,2,3,6,5,5,1,3,4,6,5,3,4,5,1,4,4,3,4,6,3
1090,17,"vrouw",1,4,3,2,1,4,6,6,6,1,2,3,4,2,4,3,2,5,4,4,2,6,2,6,6,1
1091,33,"vrouw",4,1,4,5,6,5,5,5,4,1,2,2,4,4,6,6,2,4,2,2,2,5,1,4,5,3
1092,26,"vrouw",5,5,4,1,4,2,6,5,6,1,4,6,6,1,1,5,2,4,1,5,1,6,1,4,6,1
1093,18,"vrouw",1,1,1,1,1,5,6,6,6,1,2,2,4,5,5,6,1,2,6,4,6,6,2,6,6,5
1094,50,"vrouw",4,2,5,5,4,5,4,2,2,5,5,2,2,5,4,5,4,4,4,3,2,5,2,6,6,1
1095,20,"man",3,4,4,2,2,3,5,3,5,3,5,4,4,2,4,,2,4,5,5,1,6,1,6,6,1
1096,59,"vrouw",4,1,6,4,6,5,5,1,2,5,5,2,2,4,6,5,1,1,2,4,5,2,1,5,5,2
1097,19,"vrouw",3,1,4,2,1,5,2,1,1,4,4,3,4,4,5,3,2,2,3,4,3,6,1,3,6,2
1098,20,"vrouw",3,2,5,3,5,5,5,5,5,3,3,2,2,4,5,5,2,2,2,2,2,5,3,4,2,2
1099,19,"man",3,3,4,4,3,4,5,5,3,4,5,4,3,3,3,4,3,4,2,1,2,6,4,5,5,3
1100,19,"vrouw",3,1,,6,5,6,3,5,4,2,2,1,1,6,6,5,2,2,2,1,4,5,2,6,6,1
1101,20,"man",2,4,5,5,5,5,5,5,4,5,6,2,4,5,6,5,4,4,4,5,6,6,4,5,6,2
1102,24,"vrouw",5,3,4,4,6,4,4,6,4,2,4,3,3,3,4,4,4,5,4,3,4,5,2,4,3,3
1103,18,"man",3,3,5,5,5,5,5,5,4,2,4,6,4,4,5,4,2,3,1,1,2,5,1,5,4,3
1104,15,"vrouw",,2,5,6,6,5,4,4,4,2,2,4,3,5,5,2,2,3,3,2,3,5,2,6,6,5
1105,44,"vrouw",2,4,5,5,3,5,5,4,4,3,2,1,1,5,6,5,2,2,4,4,2,5,2,4,5,2
1106,32,"vrouw",3,2,6,6,6,6,5,5,4,1,4,1,1,5,6,5,4,4,4,4,4,6,2,5,6,2
1107,27,"man",5,1,5,5,6,4,5,5,5,3,3,6,4,5,4,5,3,3,2,1,2,6,4,5,5,2
1108,20,"vrouw",2,1,5,4,5,4,4,4,3,3,4,2,2,3,5,3,5,5,5,3,5,4,5,3,4,3
1109,54,"vrouw",2,2,5,4,5,4,2,2,3,5,6,2,2,4,5,6,3,4,3,3,2,5,4,5,5,1
1110,25,"vrouw",5,2,6,5,5,6,3,1,3,5,6,1,1,6,6,4,4,4,6,4,4,5,4,6,6,1
1111,43,"vrouw",2,3,6,6,6,6,6,6,6,1,1,3,1,3,6,6,1,1,1,1,1,6,1,6,1,6
1112,20,"man",2,6,4,1,5,1,2,2,1,2,6,5,6,1,1,1,5,4,2,5,2,6,2,2,6,2
1113,20,"man",3,3,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,5,5,2,4,4,3,6,2
1114,28,"vrouw",3,1,5,6,5,6,5,4,4,2,4,2,5,3,2,5,6,6,6,5,6,6,1,5,5,1
1115,38,"man",4,3,2,4,3,4,3,4,5,4,5,4,3,2,4,4,5,5,4,5,3,4,1,4,4,4
1116,23,"vrouw",4,3,2,1,2,4,5,5,4,2,4,3,4,5,3,4,2,3,2,3,1,4,2,5,5,3
1117,26,"vrouw",3,3,3,4,5,2,5,4,5,2,4,5,2,4,5,4,2,5,4,2,1,5,2,5,6,4
1118,31,"man",4,2,5,5,4,5,5,4,2,4,4,2,2,5,5,4,2,4,4,4,2,6,2,5,5,2
1119,53,"vrouw",2,2,5,4,5,5,3,4,2,4,4,2,3,4,3,4,2,3,5,4,4,4,4,5,6,2
1120,45,"vrouw",5,2,5,5,5,5,5,5,5,4,4,2,3,5,5,5,2,3,2,3,5,6,5,6,6,3
1121,20,"vrouw",4,2,6,5,6,4,4,4,4,3,4,2,3,5,4,5,3,4,4,4,4,5,1,5,5,2
1122,52,"vrouw",5,2,6,5,6,5,4,5,5,2,1,1,1,4,5,3,2,4,2,4,2,5,2,6,6,2
1123,19,"man",1,3,3,1,3,2,2,2,4,3,4,6,6,1,1,1,5,3,4,6,2,5,1,1,5,3
1124,31,"vrouw",1,2,4,6,4,5,4,5,4,4,4,1,2,6,3,5,2,4,1,1,1,5,2,6,6,2
1125,18,"vrouw",3,3,4,2,4,4,6,6,4,2,4,4,3,3,5,5,2,2,2,2,6,3,4,4,4,3
1126,23,"vrouw",3,3,4,3,5,4,3,3,3,3,5,3,3,3,4,3,1,2,1,3,2,3,2,4,4,4
1127,18,"vrouw",3,1,5,6,5,5,5,6,5,1,3,2,4,4,5,5,1,3,1,1,5,4,4,5,4,4
1128,29,"vrouw",4,1,5,6,5,5,2,1,4,4,6,2,4,5,5,6,1,1,1,3,2,6,2,4,5,2
1129,46,"man",5,2,5,6,5,6,6,6,6,1,4,4,4,5,5,5,5,4,5,5,5,5,3,5,6,1
1130,58,"man",5,5,4,4,4,5,4,4,5,2,5,2,4,4,5,5,4,4,4,4,2,5,3,5,5,2
1131,38,"vrouw",5,1,4,6,6,6,4,4,5,2,2,2,4,3,6,5,1,2,2,2,2,6,1,6,5,1
1132,27,"vrouw",5,2,3,1,1,1,4,2,2,4,6,1,6,1,1,2,5,5,2,6,3,2,5,2,5,3
1133,41,"vrouw",5,1,6,6,6,4,6,5,6,1,4,1,2,6,4,5,6,5,6,6,4,5,1,5,6,1
1134,58,"vrouw",1,1,6,5,5,5,5,2,3,4,4,4,4,4,5,5,1,2,1,4,4,5,4,4,5,2
1135,34,"man",4,2,5,6,6,6,6,6,6,2,1,2,1,5,6,6,2,2,2,2,2,5,2,4,1,2
1136,20,"vrouw",3,,5,4,6,4,4,5,5,2,2,5,6,2,1,1,6,6,6,6,3,1,1,1,6,2
