"id","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
2471,6,6,1,1,2,6,4,2,4,5
2472,2,2,2,1,2,5,6,1,2,3
2473,4,2,4,5,3,4,2,3,4,4
2474,2,4,5,3,4,4,2,4,5,2
2475,1,4,1,1,1,6,1,6,5,5
2476,2,4,2,5,3,4,3,4,6,4
2477,6,6,5,6,2,6,2,5,6,1
2478,1,1,4,3,4,2,2,5,6,2
2479,6,5,4,5,3,4,3,5,6,1
2480,3,4,2,1,1,5,2,4,4,2
2481,1,1,2,1,2,5,2,4,6,2
2482,1,4,5,3,3,6,2,2,6,3
2483,5,5,2,4,4,4,5,4,5,5
2484,4,5,1,1,2,5,2,5,4,2
2485,1,1,1,5,1,5,2,3,6,1
2486,1,4,3,2,4,4,4,2,6,1
2487,3,3,2,2,1,4,3,3,4,4
2488,4,2,3,4,3,5,4,4,4,2
2489,4,3,3,1,2,5,4,3,3,2
2490,2,6,5,3,2,5,6,4,6,4
2491,3,3,3,1,6,5,2,6,6,1
2492,1,1,2,1,1,6,1,3,1,1
2493,4,4,6,4,5,3,4,5,5,3
2494,1,4,6,4,4,6,2,4,6,1
2495,2,2,1,2,1,3,1,2,1,1
2496,5,5,4,2,1,5,1,4,1,1
2497,3,4,4,4,3,4,4,3,4,3
2498,5,5,1,4,1,6,1,3,4,4
2499,2,4,1,2,2,3,2,4,3,2
2500,5,4,4,5,1,4,4,4,3,4
2501,1,3,3,1,1,1,3,2,3,3
2502,5,6,5,5,5,6,2,6,6,5
2503,1,1,1,1,6,5,1,4,3,3
2504,1,1,2,1,2,5,1,5,3,4
2505,4,5,1,4,2,5,1,6,4,2
2506,2,3,2,2,2,3,2,3,4,3
2507,4,5,5,4,2,6,2,5,6,1
2508,5,6,6,5,3,6,2,4,2,2
2509,1,1,1,1,1,6,1,6,6,6
2510,1,1,1,1,6,6,5,6,6,1
2511,3,4,4,2,3,5,2,6,5,1
2512,5,3,4,4,2,5,4,4,5,3
2513,2,2,3,2,1,6,1,5,4,1
2514,3,3,4,2,4,5,2,6,5,4
2515,4,5,4,4,6,6,2,5,5,4
2516,2,2,2,1,2,4,5,4,3,3
2517,3,3,2,3,1,5,3,5,6,3
2518,4,5,6,5,6,5,4,5,6,3
2519,4,4,5,5,3,5,3,4,5,3
2520,4,4,5,4,4,5,4,3,5,4
2521,6,6,3,3,6,4,1,5,3,1
2522,2,3,4,3,4,4,3,4,3,3
2523,2,4,3,4,2,4,5,4,2,4
2524,2,4,3,3,1,6,1,4,4,2
2525,2,2,3,3,3,4,3,3,3,3
2526,1,1,3,2,1,6,1,6,6,1
2527,4,3,2,3,3,5,1,4,6,2
2528,3,4,3,6,4,6,1,5,6,6
2529,4,4,3,1,3,6,3,4,5,3
2530,6,4,5,4,2,5,1,6,5,2
2531,3,4,4,3,4,3,3,3,3,2
2532,1,2,2,4,2,5,4,4,5,2
2533,2,2,3,2,2,5,1,5,5,2
2534,2,2,2,1,1,6,2,5,5,5
2535,1,1,1,1,2,4,2,3,4,4
2536,3,4,2,6,5,3,1,6,6,4
2537,3,3,1,3,2,6,2,4,6,1
2538,1,2,3,3,5,3,2,4,6,2
2539,3,4,2,4,1,6,1,6,1,1
2540,5,6,6,6,1,6,1,6,6,1
2541,1,1,1,1,1,6,1,5,6,1
2542,4,5,1,4,1,1,3,3,6,4
2543,4,4,5,6,2,6,1,5,6,2
2544,3,5,5,5,5,6,2,4,6,4
2545,2,4,3,1,3,6,2,6,6,1
2546,4,5,2,5,4,5,2,5,6,1
2547,1,1,1,1,1,6,3,6,6,1
2548,2,1,3,5,1,6,2,2,6,1
2549,2,2,5,2,5,5,2,5,4,2
2550,4,4,4,6,4,6,2,5,5,4
2551,5,5,4,5,6,4,5,3,6,5
2552,2,3,4,4,2,5,3,5,6,2
2553,2,2,3,3,3,4,3,4,5,3
2554,1,1,1,1,2,5,2,5,3,3
2555,4,4,3,3,3,5,1,4,6,2
2556,1,1,1,1,1,5,3,5,2,3
2557,1,1,2,5,2,4,3,4,5,5
2558,3,6,5,4,4,3,3,4,6,4
2559,5,5,5,3,2,6,1,5,6,2
2560,4,5,5,6,6,6,4,5,6,5
2561,5,3,4,2,5,4,3,4,2,4
2562,5,4,2,5,5,3,4,4,4,2
2563,2,4,3,4,2,5,1,5,4,2
2564,3,3,3,3,3,3,1,4,4,1
2565,6,6,6,5,6,4,2,5,5,2
2566,4,5,3,6,2,6,1,5,4,1
2567,3,4,3,2,5,6,1,5,4,1
2568,4,4,4,4,2,6,5,6,6,1
2569,4,5,5,2,4,5,2,4,6,1
2570,2,2,3,4,2,5,3,5,6,2
2571,2,3,2,3,3,6,2,6,6,2
2572,1,2,2,3,2,4,5,4,6,4
2573,5,5,6,6,5,5,6,5,6,1
2574,5,5,5,5,2,2,2,2,6,4
2575,5,5,5,6,6,6,1,5,6,2
2576,3,3,4,5,5,6,2,4,3,3
2577,6,5,5,6,1,5,1,3,4,4
2578,2,2,6,5,4,6,3,5,6,1
2579,2,3,3,4,2,3,2,3,5,3
2580,2,2,2,1,3,6,1,4,5,1
2581,3,2,1,1,1,5,3,5,3,2
2582,2,4,1,2,2,5,2,2,5,2
2583,4,5,5,2,6,5,3,3,5,3
2584,1,1,1,5,1,6,1,5,4,1
2585,4,6,5,5,1,6,1,6,6,1
2586,1,1,1,4,2,6,1,6,6,1
2587,2,6,4,5,5,6,1,6,6,1
2588,1,4,4,6,2,5,2,5,5,2
2589,6,6,1,1,1,1,2,1,5,1
2590,6,6,6,6,6,5,6,5,6,6
2591,3,4,3,4,4,4,2,4,4,2
2592,4,4,2,4,2,5,2,5,4,2
2593,2,3,1,2,2,6,1,6,6,2
2594,2,2,2,3,1,3,5,6,5,2
2595,2,2,4,5,3,4,4,4,4,3
2596,1,1,1,1,1,3,2,4,5,5
2597,4,5,3,2,1,5,2,1,4,2
2598,5,5,4,3,4,4,3,3,5,3
2599,3,4,3,5,6,4,1,4,5,1
2600,1,4,2,1,1,4,1,5,4,1
2601,2,4,4,5,4,3,1,5,6,2
2602,4,5,6,6,6,5,4,1,5,4
2603,2,6,4,5,2,6,1,4,6,2
2604,5,5,5,3,2,2,5,4,4,2
2605,4,4,5,4,5,5,6,2,5,4
2606,4,4,4,6,6,4,3,4,5,3
2607,2,3,2,2,2,5,2,5,5,1
2608,1,1,3,1,1,6,1,5,5,1
2609,6,1,3,3,4,1,1,4,6,6
2610,1,1,1,1,1,5,1,2,6,2
2611,3,3,5,6,4,3,1,5,5,3
2612,6,5,4,5,6,5,3,2,5,4
2613,2,2,2,2,3,5,3,4,5,4
2614,1,1,1,1,1,6,1,6,5,1
2615,1,1,1,1,3,6,1,6,5,2
2616,6,6,6,6,1,6,1,5,6,3
2617,1,2,2,4,2,5,6,4,5,1
2618,2,2,5,4,2,5,1,6,6,1
2619,4,5,1,4,2,5,2,5,5,1
2620,3,4,5,4,4,5,1,5,6,3
2621,3,4,5,4,4,5,1,5,6,3
2622,1,1,3,4,1,5,1,4,6,1
2623,4,4,5,2,5,6,2,6,6,2
2624,4,4,4,3,1,6,1,5,5,2
2625,3,4,2,2,1,6,1,5,4,2
2626,4,4,3,2,2,5,4,4,3,4
2627,1,4,5,5,2,4,2,4,5,3
2628,4,4,6,6,4,5,4,5,2,4
2629,5,4,5,3,4,4,5,5,4,4
2630,5,6,5,5,6,6,1,4,5,2
2631,4,5,3,5,2,6,1,5,6,2
2632,3,4,3,3,1,5,1,6,4,3
2633,5,5,6,4,1,5,2,5,5,1
2634,1,2,2,1,1,3,1,3,5,1
